noun	gender	count
bas	f	880
bas	m	232143
basalte	m	3362
bascule	f	10682
basculement	m	27333
bascôté	m	544
base	f	2540208
base	m	2726
baseball	m	1285
basicité	f	696
basilecte	m	531
basileus	m	2113
basilic	m	3086
basilique	f	68139
basket	m	6426
basketteur	m	630
basoche	f	2667
basque	m	4413
basrelief	m	700
basse	f	56735
bassecour	f	1138
bassesse	f	18252
basset	m	889
bassin	m	268130
bassine	f	11155
bassinet	m	1333
bassinoire	f	543
bassiste	m	1510
basson	m	2047
bastide	f	7858
bastille	f	1567
bastiment	m	699
bastingage	m	2421
bastion	m	26693
baston	m	827
bastonnade	f	5728
bat	f	1268
bat	m	2186
bataclan	m	711
bataille	f	522856
bataillon	m	70196
batalla	f	1472
batardeau	m	888
bateau	m	215808
bateleur	m	1711
batelier	m	3344
batellerie	f	7692
batholite	m	513
bathymétrie	f	2185
bathyscaphe	m	690
batiment	m	898
batracien	m	688
battage	m	9466
battance	f	572
battant	m	8292
battante	f	895
batte	f	2380
battement	m	23954
batterie	f	77963
batteur	m	5910
batteuse	f	3757
battoir	m	1741
battre	f	988
battue	f	5674
batture	f	698
batée	f	518
baudet	m	2012
baudrier	m	2371
baudruche	f	2286
bauge	f	966
baume	f	593
baume	m	12859
bauxite	f	9838
bavard	m	3631
bavardage	m	13412
bavarde	f	594
bave	f	5460
bavette	f	1909
bavure	f	3831
baye	f	1475
bayle	m	1566
bayonnette	f	541
bayou	m	629
bazar	m	9482
bazooka	m	892
baïonnette	f	16044
bbc	f	1123
be	m	1224
bean	m	1876
beat	m	682
beau	m	111117
beaufrère	m	1119
beaujolais	m	1168
beaupré	m	1037
beaupère	m	941
beaute	f	614
beauté	f	584495
bec	m	33146
becquée	f	1401
bedaine	f	1697
bedeau	m	3728
beefsteak	m	518
beffroi	m	4585
behaviorisme	m	4339
beige	m	1218
beignet	m	1154
belette	f	3361
belge	f	1989
belge	m	2652
belgitude	f	790
belladone	f	1301
bellefamille	f	569
bellemère	f	1391
belleza	f	981
bellicisme	m	2242
belligérance	f	1899
belligérant	m	1973
bellâtre	m	1075
belote	f	3461
belvédère	m	3149
benchmarking	m	1764
benediction	f	633
benefice	m	553
bengali	m	1083
benjamin	m	6817
benjamine	f	3108
benjoin	m	1070
benne	f	6374
benthos	m	820
bentonite	f	1740
benzine	f	674
benzodiazépine	f	912
benzène	m	3387
benêt	m	1133
berbère	m	8629
berbérité	f	1438
bercail	m	1930
berce	f	739
berce	m	587
berceau	m	61196
bercement	m	2025
berceuse	f	7026
bergamote	f	556
berge	f	31570
berger	m	43448
bergerie	f	14892
bergeronnette	f	754
bergsonisme	m	3787
bergère	f	13441
berline	f	7989
berlue	f	1289
berme	f	1081
bernard	m	595
besace	f	4191
besogne	f	29119
besoin	m	774612
best	m	8555
beste	f	1513
bestiaire	m	11006
bestial	m	509
bestialité	f	10834
bestiole	f	2479
bestseller	m	839
betterave	f	19256
beuglement	m	909
beur	m	810
beurre	m	49180
beurrerie	f	645
beuverie	f	2452
bey	m	9976
beylik	m	871
bhakti	f	1750
bi	f	6695
bi	m	3990
biais	m	657290
bibelot	m	2140
biberon	m	10468
bibl	f	522
bible	f	19679
biblio	f	1555
bibliobus	m	1876
bibliografia	f	693
bibliografía	f	730
bibliographe	m	1542
bibliographie	f	238806
bibliologie	f	3444
bibliométrie	f	1339
bibliophile	m	4082
bibliophilie	f	4450
biblioteca	f	1795
bibliotheque	f	1229
bibliothèque	f	556769
bibliothécaire	f	4199
bibliothécaire	m	21395
bibliothéconomie	f	5033
bibliste	m	607
bic	m	718
bicaméralisme	m	2958
bicamérisme	m	4019
bicarbonate	m	1637
bicentenaire	m	13499
biceps	m	1481
biche	f	11298
bichromie	f	550
bicoque	f	2514
bicorne	m	1468
bicouche	f	2206
biculturalisme	m	3838
bicyclette	f	32723
bicéphalisme	m	1352
bide	m	1994
bidet	m	2286
bidimensionnalité	f	893
bidon	m	8235
bidonville	m	13843
bief	m	4409
bielle	f	2044
bien	f	10223
bien	m	702882
bienfaisance	f	25855
bienfait	m	24926
bienfaiteur	m	8803
bienfaitrice	f	1410
bienfondé	m	7028
bienheureuse	f	6602
bienheureux	m	7842
biennale	f	4207
bienséance	f	22060
bientraitance	f	576
bienveillance	f	64700
bienveillant	m	678
bienveillante	f	537
bienvenu	m	16541
bienvenue	f	31307
bienêtre	m	7982
biface	m	1301
biffure	f	852
bifteck	m	2088
bifurcation	f	16709
bigamie	f	3835
bigarrure	f	4016
bigot	m	708
bigote	f	679
bigoterie	f	2667
biguine	f	2328
bijection	f	2107
bijou	m	16096
bijouterie	f	9687
bijoutier	m	4730
bikini	m	701
bilan	m	584953
bilatéral	m	625
bilatéralisation	f	815
bilatéralisme	m	2254
bilatéralité	f	1802
bilboquet	m	541
bile	f	17006
bilharziose	f	3756
bilingualité	f	935
bilingue	m	2941
bilinguisme	m	43073
bilirubine	f	2325
bill	m	4733
billard	m	5986
bille	f	13606
billet	m	98685
billeterie	f	588
billette	f	1013
billetterie	f	2371
billon	m	1457
billonnage	m	541
billot	m	4945
bimbeloterie	f	869
bimensuel	m	3020
bimestre	m	574
bimestriel	m	781
bimoteur	m	1442
bimétallisme	m	984
binage	m	1272
binaire	m	1835
binarisme	m	1556
binarité	f	2947
binette	f	1139
biniou	m	558
binôme	m	11788
bio	f	4955
bio	m	1233
bioaccumulation	f	1223
biochimie	f	10682
biochimiste	m	1374
biocompatibilité	f	561
biocénose	f	2941
biodiesel	m	853
biodisponibilité	f	3684
biodiversité	f	75880
biodégradabilité	f	1099
biodégradation	f	3273
biofeedback	m	773
biofilm	m	1193
biogaz	m	1803
biogenèse	f	688
biographe	f	1439
biographe	m	19273
biographie	f	179643
biographique	m	2265
biogéographie	f	2574
biologie	f	177105
biologique	m	10051
biologisation	f	999
biologisme	m	1913
biologiste	f	743
biologiste	m	18729
biomasse	f	47258
biomécanique	f	2379
biomédecine	f	7279
biométrie	f	3548
biophysique	f	1152
biopolitique	f	2982
biopouvoir	m	932
bioprospection	f	500
biopsie	f	15918
bios	m	913
biosphère	f	25339
biostratigraphie	f	1043
biosynthèse	f	5473
biosécurité	f	2211
biotechnologie	f	20047
bioterrorisme	m	705
biotine	f	810
biotite	f	2340
biotope	m	5601
biotransformation	f	554
bioturbation	f	1024
biotype	m	771
bioxyde	m	647
biozone	f	667
bioéconomie	f	602
bioénergie	f	1160
bioéthique	f	22568
bip	m	1101
bipartisme	m	5137
bipartition	f	7817
biplace	m	665
biplan	m	1021
bipolarisation	f	16739
bipolarité	f	12514
bipède	m	1373
bipédie	f	3256
biréacteur	m	913
biréfringence	f	1681
bis	m	1172
bisaïeul	m	805
biscotte	f	965
biscuit	m	5561
biscuiterie	f	2175
bise	f	13473
biseau	m	2906
bisexualité	f	12711
bismuth	m	1007
bison	m	6135
bisou	m	1188
bisse	m	549
bissectrice	f	2935
bistouri	m	4081
bistro	m	1823
bistrot	m	14036
bit	m	5349
bite	f	2432
bithérapie	f	891
bitte	f	695
bitumage	m	1854
bitume	m	11640
bivalence	f	1943
bivouac	m	3786
bizarre	f	944
bizarre	m	3154
bizarrerie	f	12050
bizone	f	1381
bizutage	m	1881
bière	f	101257
black	m	2242
blague	f	18695
blagueur	m	636
blaireau	m	2812
blancheur	f	49387
blanchiment	m	28883
blanchissage	m	2304
blanchissement	m	1165
blanchisserie	f	5222
blanchisseur	m	1450
blanchisseuse	f	3051
blanquette	f	1130
blanquisme	m	647
blason	m	22203
blasphème	m	14631
blasphémateur	m	1458
blastocyste	m	804
blastula	f	622
blatte	f	1130
blazer	m	693
bled	m	10720
blende	f	880
blennorragie	f	1694
blessure	f	113235
blessé	m	28498
blessée	f	1037
bleu	m	76653
bleue	f	2107
bleuet	m	985
blindage	m	4335
blindé	m	2572
blique	f	549
blitz	m	534
blizzard	m	1435
bloc	m	198473
blocage	m	82327
block	m	3220
blockhaus	m	3660
blocus	m	46136
blog	m	6055
blogosphère	f	1145
blond	m	953
blonde	f	13969
blondeur	f	3713
blondinet	m	601
bloque	m	563
blouse	f	18261
blouson	m	6298
blue	m	1341
blues	m	10991
bluette	f	689
bluff	m	5386
blâme	m	25772
blé	m	110230
bnf	f	501
bo	m	753
boa	m	3390
bob	m	500
bobard	m	782
bobinage	m	2041
bobine	f	22026
bobo	m	1044
boca	f	2102
bocage	m	11208
bocal	m	10933
boche	m	1923
bock	m	1602
bodega	f	549
bodhisattva	m	2276
boette	f	549
boeuf	m	8682
bogue	f	634
bogue	m	1437
bohème	f	9557
bohème	m	1188
bohémien	m	868
bohémienne	f	1962
boire	f	1460
boire	m	1034
bois	m	365803
boisage	m	825
boisement	m	4204
boiserie	f	2375
boisseau	m	16307
boisson	f	62785
boisé	m	1022
boite	f	19365
boiterie	f	2540
boiteux	m	3129
bol	m	37068
bolchevik	m	1153
bolchevisation	f	2500
bolchevisme	m	19296
bolchévisation	f	796
bolchévisme	m	2522
bolide	m	2826
bolus	m	1295
bolée	f	653
boléro	m	1686
bombance	f	626
bombarde	f	1645
bombardement	m	57008
bombardier	m	4696
bombe	f	138401
bombement	m	2269
bombé	m	518
bon	m	27545
bonace	f	606
bonapartisme	m	7228
bonapartiste	m	1019
bonbon	m	3935
bonbonne	f	2035
bonbonnière	f	908
bond	m	58507
bonde	f	2985
bondissement	m	583
bonheur	m	467664
bonhomie	f	7147
bonhomme	m	25898
boni	m	2298
bonification	f	12058
boniment	m	1763
bonimenteur	m	1868
bonite	f	934
bonjour	m	8946
bonnet	m	38465
bonneterie	f	7056
bonsoir	m	2406
bonté	f	126375
bonum	m	560
bonus	m	6211
bonze	m	3909
boom	m	22321
boomerang	m	3158
boqueteau	m	1031
bord	m	186432
bordage	m	1710
borde	f	1136
bordeaux	m	1515
bordel	m	15150
bordelais	m	536
bordelaise	f	645
bordereau	m	13344
borderie	f	845
bordj	m	1264
bordure	f	55414
bordé	m	1848
bordée	f	4218
bore	m	2460
borgne	m	2642
bornage	m	5183
borne	f	43787
bosco	m	1437
boson	m	1173
bosquet	m	12914
boss	m	2963
bossa	f	738
bossage	m	776
bosse	f	14484
bossu	m	4320
bossue	f	517
botanique	f	26604
botaniste	m	9895
botte	f	25997
bottier	m	990
bottin	m	1629
bottine	f	1093
botulisme	m	679
bou	f	617
bou	m	762
boubou	m	3986
bouc	m	37745
boucan	m	2528
boucane	f	538
bouchage	m	1516
bouche	f	535307
bouche	m	10466
boucher	m	26647
boucherie	f	31458
bouchon	m	23402
bouchère	f	1245
bouchée	f	9895
bouclage	m	9479
boucle	f	107363
bouclier	m	37011
bouddha	m	3852
bouddhisme	m	55478
bouddhiste	m	2668
bouddhéité	f	938
bouderie	f	1991
boudin	m	5089
boudoir	m	9676
boue	f	103047
bouffe	f	5437
bouffissure	f	569
bouffon	m	10568
bouffonnerie	f	6186
bouffée	f	20643
bouge	m	1233
bougeoir	m	1855
bougeotte	f	1838
bougie	f	35053
bougnat	m	647
bougre	m	4277
bougé	m	916
bouillabaisse	f	2103
bouillant	m	2658
bouillante	f	589
bouille	f	950
bouilleur	m	724
bouilli	m	1559
bouillie	f	18895
bouilloire	f	5019
bouillon	m	17649
bouillonnement	m	14373
bouillotte	f	1564
boulanger	m	22877
boulangerie	f	32840
boulangisme	m	5210
boulangère	f	5867
boule	f	63135
bouleau	m	6042
bouledogue	m	1184
boulet	m	17146
boulette	f	3926
boulevard	m	70157
bouleversant	m	568
bouleverse	f	639
bouleverse	m	964
bouleversement	m	79912
boulier	m	1351
boulimie	f	12625
boulimique	m	615
boulon	m	3112
boulonnerie	f	691
boulot	m	19818
boulé	f	532
boum	f	1065
boum	m	2112
bouquet	m	54805
bouquetin	m	2823
bouquetière	f	560
bouquin	m	9296
bouquinerie	f	507
bouquiniste	m	2726
bour	f	701
bourbe	f	740
bourbier	m	6155
bourbon	m	630
bourde	f	1889
bourdon	m	6498
bourdonnement	m	11092
bourg	m	63959
bourgade	f	22572
bourgeois	m	56475
bourgeoise	f	9674
bourgeoisie	f	477454
bourgeon	m	7747
bourgeonnement	m	2626
bourgmestre	m	15235
bourgogne	m	955
bourgoisie	f	612
bourguignon	m	684
bourrache	f	758
bourrade	f	2312
bourrage	m	3478
bourrasque	f	10011
bourre	f	3402
bourreau	m	40911
bourrelet	m	8834
bourrelier	m	1488
bourricot	m	949
bourrique	f	1628
bourrée	f	1993
bourse	f	127277
boursouflure	f	2073
bousculade	f	10513
bouscule	m	516
bouse	f	5327
boussole	f	21939
bout	m	238475
boutade	f	17956
boute	m	1711
boutefeu	m	512
bouteille	f	133506
bouterolle	f	649
boutique	f	102962
boutiquier	m	3521
bouton	m	233053
boutonnière	f	9142
boutre	m	1109
bouturage	m	1598
bouture	f	2583
bouvier	m	3004
bouvreuil	m	574
bouée	f	12279
bovarysme	m	1487
bovidé	m	1155
bovin	m	4308
bowling	m	802
box	m	6886
boxe	f	19046
boxer	m	633
boxeur	m	8661
boyard	m	1050
boyau	m	7116
boycott	m	18822
boycottage	m	8157
boîte	f	262589
boîtier	m	10701
bracelet	m	13881
braconnage	m	6318
braconnier	m	3034
bradage	m	1364
braderie	f	1450
bradycardie	f	2970
bradykinine	f	982
braguette	f	3405
brahman	m	1822
brahmane	m	4538
brahmanisme	m	2135
brai	m	801
braille	m	980
braiment	m	562
brain	m	588
brainstorming	m	783
braise	f	14222
brame	f	1677
brame	m	750
brancard	m	10498
brancardier	m	1054
branchage	m	833
branche	f	359321
branche	m	545
branchement	m	6760
branchette	f	631
branchie	f	1307
brandon	m	1721
brandy	m	686
branle	m	10990
braquage	m	1660
braque	m	632
bras	m	306002
brasero	m	3116
brasier	m	12987
brassage	m	26844
brassard	m	7769
brasse	f	3166
brasserie	f	25751
brasseur	m	3308
brassière	f	1213
brassée	f	4022
bravade	f	2629
brave	f	3697
brave	m	17319
bravoure	f	21118
break	m	3867
breakfast	m	675
brebis	f	20742
bredouillement	m	523
brelan	m	658
breloque	f	765
bretelle	f	7476
breton	m	14599
bretonne	f	500
bretteur	m	588
bretèche	f	519
breuvage	m	10675
breve	f	545
breve	m	949
brevet	m	94090
brevetabilité	f	8251
brevetage	m	877
breveté	m	2154
brevitas	f	532
bribe	f	2393
bric	m	7466
brick	m	6407
bricolage	m	19160
bricole	f	1896
bricoleur	m	3405
bride	f	24296
bridge	m	4292
briefing	m	1830
brigade	f	81360
brigadier	m	20109
brigand	m	7741
brigandage	m	8155
brigantin	m	2314
brigue	f	1358
brillance	f	8773
brillant	m	9840
brillante	f	1789
brillantine	f	579
brimade	f	2466
brin	m	35543
brindille	f	2908
bringue	f	997
brio	m	5384
brioche	f	3596
brique	f	31527
briquet	m	7555
briqueterie	f	4314
bris	m	6188
brise	f	45230
brise	m	4575
brisement	m	737
briseur	m	1220
bristol	m	1221
brisure	f	13912
britannique	f	2790
britannique	m	3895
brièveté	f	45378
broc	m	2932
brocante	f	2989
brocanteur	m	3039
brocard	m	950
brocart	m	892
brochage	m	2117
broche	f	17261
brochet	m	4122
brochette	f	4794
brochure	f	96811
broderie	f	16284
brodeur	m	612
brodeuse	f	1082
broker	m	514
brome	m	1436
bromocriptine	f	582
bromure	m	2618
bronche	f	1696
bronchiolite	f	1096
bronchite	f	6352
bronchoconstriction	f	551
bronchopneumopathie	f	539
bronchoscopie	f	660
bronchospasme	m	959
bronzage	m	2111
bronze	m	21712
brossage	m	2843
brosse	f	18325
brosserie	f	677
brouet	m	1715
brouette	f	12426
brouhaha	m	19007
brouillage	m	18312
brouillard	m	66945
brouille	f	11550
brouillon	m	19159
broussaille	f	4549
brousse	f	69658
broutage	m	700
broutille	f	1330
broyage	m	5950
broyeur	m	3768
broyeuse	f	601
bru	f	4673
brucellose	f	3475
bruine	f	3374
bruissement	m	15239
bruit	m	437941
bruitage	m	1809
brume	f	59657
brun	m	3106
brunante	f	1015
brune	f	2231
brunette	f	1036
brunissement	m	1279
brusque	f	1949
brusque	m	1009
brusquerie	f	4043
brut	m	6604
brutalisation	f	1559
brutalité	f	70238
brute	f	14253
bruxisme	m	629
bruyère	f	5046
brèche	f	81528
brème	f	581
brève	f	11455
brésilien	m	1134
bréviaire	m	7937
brûlage	m	2520
brûlant	m	686
brûle	f	917
brûle	m	2291
brûlement	m	791
brûleur	m	3017
brûlis	m	1569
brûlot	m	3665
brûlure	f	20826
brûlé	m	1631
bu	m	511
buanderie	f	6753
bubon	m	1066
bucolique	f	722
budget	m	501489
budgétisation	f	5058
buffet	m	23178
buffle	m	9868
bug	m	832
building	m	2119
buis	m	3108
buisson	m	22080
bulbe	m	7220
bulgare	m	2252
bull	m	769
bulldozer	m	4968
bulle	f	79346
bulletin	m	111382
bungalow	m	3190
bunker	m	5418
bupivacaïne	f	1071
buprénorphine	f	1399
bur	m	502
buraliste	f	648
buraliste	m	1190
bure	f	2598
bureau	m	450473
bureaucrate	m	4843
bureaucratie	f	131355
bureaucratisation	f	12445
bureaucratisme	m	1837
bureautique	f	11926
burette	f	1208
burguesía	f	870
burin	m	6140
burlesque	m	9709
burnous	m	4299
buron	m	596
burqa	f	629
bursite	f	788
bus	m	39794
busard	m	576
buse	f	5896
busette	f	764
bush	m	1698
business	m	7622
businessman	m	1274
buste	m	54418
but	f	632
but	m	1423761
butane	m	988
buteur	m	750
butin	m	23174
butinage	m	720
butoir	m	2967
butor	m	1007
buttage	m	1047
butte	f	27396
butée	f	6422
buvard	m	986
buvette	f	7662
buveur	m	6265
buée	f	9567
bwiti	m	777
byzantinisme	m	692
bâche	f	10613
bâillement	m	3433
bâillon	m	4297
bât	m	13283
bâtard	m	11061
bâtarde	f	2096
bâtardise	f	4183
bâteau	m	548
bâti	m	20571
bâtiment	m	324390
bâtir	f	1122
bâtir	m	1069
bâtisse	f	18022
bâtisseur	m	6646
bâton	m	77604
bâtonnet	m	4004
bâtonnier	m	10748
bègue	m	1447
béance	f	17581
béarnais	m	1294
béate	f	551
béatification	f	5458
béatitude	f	33370
bébé	m	150857
bécane	f	757
bécasse	f	3500
bécassine	f	1058
béchamel	f	771
bédouin	m	1944
bégaiement	m	6072
béguin	m	1488
béguinage	m	1079
béguine	f	985
béhaviorisme	m	2276
béké	m	1191
bélier	m	12862
bémol	f	4274
bémol	m	6255
bénignité	f	1930
bénit	m	556
bénitier	m	4473
bénédicité	m	890
bénédictin	m	3532
bénédiction	f	100247
bénéfice	m	266553
bénéficiaire	f	2305
bénéficiaire	m	69575
bénévolat	m	17717
bénévole	f	952
bénévole	m	4392
béotien	m	797
béquille	f	4684
béret	m	10451
béribéri	m	587
béryllium	m	1020
bétail	m	84282
bétaillère	f	578
bétel	m	1739
béton	m	48515
bétonnage	m	1486
bétonnière	f	865
bévue	f	4888
bêche	f	9523
bêlement	m	1179
bêta	f	919
bêta	m	2522
bête	f	165129
bêtise	f	54366
bêtisier	m	561
búsqueda	f	2888
bûche	f	8293
bûcher	m	25944
bûcheron	m	9010
bœuf	m	45043
c	f	10371
c	m	11233
ca	f	1217
ca	m	1755
caatinga	f	1394
cabale	f	18029
cabaliste	m	1165
caballero	m	588
caban	m	558
cabane	f	51183
cabanon	m	3847
cabaret	m	21786
cabaretier	m	4104
cabaretière	f	663
cabas	m	1903
cabbale	f	634
cabestan	m	1351
cabeza	f	3905
cabildo	m	1852
cabillaud	m	1753
cabine	f	55046
cabinet	m	196297
cable	m	1665
caboche	f	1162
cabochon	m	720
caboclo	m	581
cabot	m	867
cabotage	m	10010
caboteur	m	1452
cabotin	m	744
cabotinage	m	1009
cabri	m	3412
cabriole	f	782
cabriolet	m	4743
caca	m	1320
cacahuète	f	650
cacao	m	29746
cacaoculture	f	1521
cacaoyer	m	2315
cacaoyère	f	1136
cachalot	m	1667
cache	f	9732
cache	m	14014
cachemire	m	714
cacherout	f	775
cachet	m	39551
cachette	f	12644
cachexie	f	1572
cachot	m	14717
caché	m	4837
cacique	m	6289
caciquisme	m	783
cacophonie	f	12640
cactus	m	2359
cadastration	f	1306
cadastre	m	28698
cadavre	m	118171
caddie	m	1083
cadeau	m	76934
cadena	f	730
cadenas	m	5348
cadence	f	63254
cadet	m	35027
cadette	f	11728
cadi	m	7302
cadmium	m	5232
cadrage	m	23222
cadran	m	17646
cadre	f	5508
cadre	m	4396628
cadreur	m	990
caducité	f	13821
caducée	m	2492
caecum	m	1267
cafard	m	7860
cafe	m	585
cafetier	m	4088
cafetière	f	7440
cafouillage	m	1272
caftan	m	1429
café	m	254689
caféiculture	f	5354
caféier	m	3956
caféine	f	5610
caféière	f	2102
cafétéria	f	11811
cage	f	75238
cageot	m	1542
cagibi	m	2271
cagna	f	831
cagnotte	f	3435
cagoule	f	4527
cahier	m	141400
cahot	m	802
cahute	f	2411
caillasse	f	1537
caille	f	3190
caillebotis	m	674
caillette	f	1737
caillot	m	4465
caillou	m	20667
cailloutis	m	1465
caillé	m	1544
cairn	m	1608
caisse	f	239792
caissette	f	976
caissier	m	6041
caissière	f	6535
caisson	m	8209
caja	f	529
cake	m	970
cal	m	2959
calage	m	4808
calame	m	1729
calamine	f	886
calamité	f	12013
calandre	f	1882
calanque	f	1291
calao	m	696
calcaire	m	17507
calcanéum	m	962
calcification	f	2990
calcination	f	3237
calcite	f	7155
calcitonine	f	2022
calcium	m	12107
calcul	m	438958
calculabilité	f	1704
calculateur	m	11690
calculatrice	f	4743
calculette	f	2236
calcédoine	f	812
calcémie	f	2281
caldarium	m	1941
caldeira	f	1614
caldera	f	579
cale	f	23067
calebasse	f	21171
calembour	m	8083
calendrier	m	175066
calepin	m	3788
calepinage	m	606
caleçon	m	4210
calfatage	m	760
calibrage	m	5298
calibration	f	4588
calibre	m	12453
calice	m	16774
calicot	m	1217
calidad	f	2949
califat	m	9214
calife	m	16023
call	m	1505
calle	f	7955
calligramme	m	1845
calligraphe	m	1887
calligraphie	f	20512
calmant	m	2407
calmar	m	954
calme	f	1492
calme	m	156210
calmoduline	f	732
calomniateur	m	1400
calomnie	f	28686
calorie	f	1695
calorifère	m	1207
calorimètre	m	1273
calorimétrie	f	775
calorique	m	1759
calot	m	2608
calotte	f	18761
calque	m	28545
calumet	m	1960
calvados	m	573
calvaire	m	21727
calvinisme	m	8938
calviniste	m	1926
calvitie	f	4584
calypso	m	709
calèche	f	7941
cam	f	1257
cam	m	817
cama	f	1149
camail	m	639
camarade	f	8261
camarade	m	71846
camaraderie	f	13291
camarde	f	1085
camarilla	f	2063
camaïeu	m	1795
cambio	m	1165
cambium	m	882
cambouis	m	1651
cambriolage	m	5789
cambrioleur	m	2687
cambrure	f	3134
cambuse	f	1604
came	f	3622
camelot	m	1606
camelote	f	2092
camembert	m	3351
camera	f	1161
cameraman	m	3414
camerounais	m	559
camfranglais	m	875
camino	m	883
camion	m	88236
camionnage	m	1253
camionnette	f	24851
camionneur	m	2910
camisole	f	7431
camomille	f	1551
camorra	f	1351
camouflage	m	9436
camouflet	m	4771
camp	m	432783
campagnard	m	1964
campagnarde	f	543
campagne	f	1277604
campagne	m	1055
campagnol	m	1489
campana	f	736
campanienne	f	551
campanile	m	2875
campaña	f	923
campement	m	28194
campeur	m	693
camphre	m	2033
camping	m	10370
campo	m	573
