noun	gender	count
lésé	m	1012
létalité	f	1956
léthargie	f	11302
lévirat	m	2035
lévitation	f	2522
lévite	m	1492
lévrier	m	2596
lézard	m	9738
lézarde	f	2239
línea	f	1500
lógica	f	957
m	f	6887
m	m	9316
ma	f	2304
ma	m	1101
mac	m	908
macabo	m	578
macabre	f	749
macabre	m	1881
macadam	m	4176
macaque	m	2032
macaron	m	1242
macaroni	m	659
maccarthysme	m	2207
macchabée	m	882
macellum	m	598
machette	f	10676
machiavélisme	m	7307
machin	m	2729
machination	f	12559
machine	f	634718
machineoutil	f	648
machinerie	f	30822
machinisme	m	10120
machiniste	m	3360
machisme	m	5110
macho	m	1322
machoire	f	555
macrobiotique	f	917
macrocosme	m	7156
macrocéphalie	f	1136
macrofaune	f	1982
macromolécule	f	1562
macrophage	m	907
macroporosité	f	774
macroscope	m	952
macrosociologie	f	599
macrostructure	f	5408
macroéconomie	f	9203
macroévolution	f	515
macula	f	1835
macule	f	1361
macumba	f	1197
macédoine	f	831
macédonien	m	886
macération	f	5023
madame	f	2024
madeleine	f	6785
madera	f	788
madone	f	4703
madrague	f	653
madras	m	851
madrasa	f	2051
madre	f	4819
madrier	m	1274
madrigal	m	2633
madère	f	1095
maelstrom	m	730
maelstrôm	m	2866
maestria	f	1926
maestro	m	3126
maffia	f	2375
mafia	f	33133
mafieux	m	936
maftre	m	632
maftrise	f	624
magasin	m	108988
magasinage	m	903
magasinier	m	2026
magazin	m	533
magazine	m	72266
mage	m	7840
maggior	f	3397
maghrébin	m	766
maghzen	m	590
magia	f	744
magicien	m	24698
magicienne	f	7160
magie	f	178170
magique	m	2479
magister	m	1901
magistral	m	1128
magistrale	f	1260
magistrat	m	109251
magistrate	f	772
magistrature	f	122693
magistère	m	18152
magma	m	15237
magmatisme	m	1153
magnanerie	f	911
magnanime	m	802
magnanimité	f	7400
magnat	m	4544
magnification	f	947
magnificence	f	24273
magnifique	f	4523
magnifique	m	7215
magnitude	f	8229
magnolia	m	1070
magnum	m	924
magnésie	f	1448
magnésium	m	6882
magnétisation	f	1039
magnétiseur	m	2441
magnétisme	m	19239
magnétite	f	2005
magnéto	f	998
magnéto	m	719
magnétomètre	m	907
magnétopause	f	542
magnétophone	m	15026
magnétorésistance	f	688
magnétoscope	m	10248
magnétosphère	f	2603
magot	m	3677
magouille	f	2266
magyarisation	f	948
mahalla	f	560
maharadjah	m	939
maharajah	m	683
mahdi	m	710
mahométan	m	572
mahométisme	m	874
mai	f	3110
mai	m	5010
maie	f	1771
maigreur	f	11558
mail	m	7091
mailing	m	2003
maillage	m	33932
maille	f	22638
maillet	m	3976
maillon	m	34858
maillot	m	13795
main	f	2447903
main	m	1858
maindoeuvre	f	763
mainlevée	f	6844
mainmise	f	59485
mainmorte	f	4155
mains	f	585
mainstream	m	761
maintenance	f	60719
mainteneur	m	670
maintien	f	697
maintien	m	640524
maintiens	m	920
maiorité	f	582
maire	f	1593
maire	m	380768
mairesse	f	1212
mairie	f	214087
maison	f	2559979
maison	m	997
maisonmère	f	579
maisonnette	f	9998
maisonnée	f	31267
maistrance	f	709
maistre	m	2573
maitre	m	4694
maitresse	f	834
maitrise	f	4941
majesté	f	43615
majlis	m	599
majo	f	995
major	f	2115
major	m	47907
majorant	m	564
majorat	m	1693
majoration	f	40629
majordome	m	4253
majorite	f	1634
majorité	f	1731053
majuscule	f	25548
makhzen	m	2051
mal	f	4980
mal	m	619897
mala	f	1311
malabar	m	591
malabsorption	f	1335
malachite	f	900
malacofaune	f	1333
malade	f	36549
malade	m	226539
maladie	f	1013270
maladrerie	f	1910
maladresse	f	31545
maladroit	m	1986
malais	m	1912
malaise	m	145394
malaria	f	15258
malaxage	m	1338
malaxeur	m	1060
malbouffe	f	665
malchance	f	18131
malchanceux	m	538
malemort	f	569
malentendu	m	62938
malfaisance	f	3490
malfaiteur	m	7556
malfaçon	f	1242
malformation	f	9657
malfrat	m	1137
malgache	m	4822
malgachisation	f	1590
malheur	m	208131
malheureuse	f	5322
malhonnêteté	f	10151
malice	f	19227
malicieux	m	1094
maligne	f	1122
malignité	f	10099
malin	m	7505
malinké	m	1250
malle	f	20396
mallette	f	6918
malléabilité	f	4672
malléole	f	3073
malnutrition	f	35641
maloca	f	1502
malocclusion	f	633
malotru	m	821
maloya	m	1466
malposition	f	724
malpropre	m	941
malpropreté	f	4290
malsain	m	646
malt	m	1131
maltais	m	788
malterie	f	554
malthusianisme	m	4807
maltose	m	702
maltraitance	f	15292
maltresse	f	516
malveillance	f	16320
malversation	f	1510
malédiction	f	68055
maléfice	m	4767
malêtre	m	509
maman	f	45464
mambo	f	588
mambo	m	635
mamelle	f	8933
mamelon	m	6986
mamelouk	m	532
mamie	f	961
mamma	f	954
mammifère	m	5526
mammite	f	679
mammographie	f	4975
mammouth	m	4103
man	f	786
man	m	1213
mana	m	2318
manade	f	677
management	m	63760
manager	m	23381
manageur	m	736
manant	m	1489
manche	f	27146
manche	m	34940
manchette	f	6893
manchon	m	5830
manchot	m	2819
mancipation	f	519
mandai	m	636
mandala	m	3454
mandant	m	8712
mandarin	m	9652
mandarinat	m	1837
mandarine	f	1133
mandat	m	263880
mandataire	m	38889
mandatement	m	2250
mandature	f	1535
mande	m	805
mandement	m	9967
mander	m	621
mandibule	f	21061
mandingue	m	857
mandoline	f	3610
mandorle	f	2715
mandragore	f	2995
mandrin	m	2104
manducation	f	3993
manera	f	3715
manette	f	3772
manga	m	1048
manganèse	m	7289
mange	f	1392
mange	m	1808
mangeaille	f	800
mangeoire	f	4068
manger	f	2443
manger	m	1382
mangeur	m	6826
mangeuse	f	1007
mangouste	f	1719
mangrove	f	12971
mangue	f	4491
manguier	m	4666
mani	f	992
mani	m	1335
mania	f	1193
maniabilité	f	3717
maniaque	m	5439
maniaquerie	f	610
manichéisme	m	13492
manie	f	36893
manie	m	835
maniement	m	51690
manier	f	592
maniera	f	543
maniere	f	13966
manieur	m	558
manif	f	3719
manifestant	m	3273
manifestation	f	487981
manifeste	f	4089
manifeste	m	85362
manifesté	m	656
manigance	f	912
manille	f	1465
manioc	m	27384
manipulateur	m	6503
manipulation	f	155572
manipule	f	501
manipule	m	1082
manipuler	f	865
manivelle	f	10175
manière	f	2829786
manière	m	1210
manières	f	1667
maniére	f	1244
maniérisme	m	7266
manne	f	35594
mannequin	m	15884
mannitol	m	565
mano	f	7100
manoeuvre	f	14215
manoeuvre	m	1638
manoir	m	16489
manomètre	m	2648
manométrie	f	511
manouvrier	m	1305
manquant	m	642
manque	f	2536
manque	m	742451
manquement	m	31754
mansarde	f	7074
manse	m	2677
mansuétude	f	8645
mante	f	4215
manteau	m	94149
mantelet	m	942
mantille	f	1588
mantique	f	1295
mantisse	f	567
mantra	m	3636
manucure	f	764
manuel	m	116755
manufacture	f	66473
manufacturier	m	4244
manuscrit	m	255887
manutention	f	26750
manutentionnaire	m	1799
manège	m	18147
manœuvrabilité	f	636
manœuvre	f	106630
manœuvre	m	8441
maoïsme	m	4171
mappage	m	677
mappe	f	861
mappemonde	f	7382
mapping	m	521
maquereau	m	4733
maquerelle	f	2086
maquette	f	52556
maquettiste	m	1006
maquignon	m	2477
maquila	f	570
maquillage	m	15906
maquilleur	m	598
maquilleuse	f	789
maquis	m	71726
maquisard	m	3474
mar	f	2714
mar	m	2197
marabout	m	25001
maraboutage	m	686
maraboutisme	m	1573
marae	m	1234
marais	m	28552
marasme	m	19450
marathon	m	6277
marathonien	m	698
maraudage	m	619
maraude	f	1243
maraudeur	m	518
maraîchage	m	7687
maraîcher	m	1948
marbre	m	42262
marbrerie	f	529
marbrier	m	995
marbrure	f	536
marc	m	9257
marca	f	594
marcassin	m	509
marcha	f	685
marchand	m	108217
marchandage	m	14063
marchande	f	11337
marchandisation	f	12670
marchandise	f	178213
marche	f	445077
marche	m	8537
marchepied	m	6731
marcheur	m	6156
marché	f	2163
marché	m	2269907
marco	m	648
marcottage	m	549
marde	f	514
mardi	m	66542
mardy	m	610
mare	f	39672
mare	m	724
marelle	f	4245
mareyage	m	598
margarine	f	5104
marge	f	331801
margelle	f	7095
marginal	m	5362
marginalisation	f	64567
marginalisme	m	1026
marginalité	f	45584
margouillat	m	986
margrave	f	688
margrave	m	2545
marguerite	f	3610
marguillier	m	1645
mari	f	503
mari	m	279678
maria	f	555
mariage	f	657
mariage	m	694685
mariculture	f	553
marie	f	1441
marie	m	640
marier	f	3150
marier	m	691
marieur	m	624
marieuse	f	679
marigot	m	5555
marihuana	f	689
marijuana	f	6173
marimba	f	805
marin	m	41151
marina	f	2866
marinade	f	1238
marine	f	263953
marine	m	547
marinier	m	2251
mariologie	f	1522
marionnette	f	21748
marionnettiste	m	1623
maritime	m	1264
maritimité	f	587
marivaudage	m	1509
marié	m	9194
mariée	f	44765
marjolaine	f	1093
mark	m	12752
marketing	m	39909
marli	m	745
marmaille	f	2961
marmelade	f	1209
marmite	f	35799
marmiton	m	750
marmot	m	1550
marmotte	f	3142
marnage	m	1516
marne	f	2785
marocain	m	1659
marocanisation	f	2765
marocanité	f	1065
maronite	m	926
maroquin	m	1324
maroquinerie	f	3744
marotte	f	2613
marquage	m	33527
marque	f	533107
marque	m	5991
marqueterie	f	4503
marqueur	m	37419
marquis	m	145228
marquisat	m	3330
marquise	f	73075
marraine	f	15586
marrane	m	857
marranisme	m	937
marre	f	838
marron	m	5351
marronage	m	888
marronnage	m	5592
marronnier	m	2677
mars	m	1226
marsouin	m	1257
marteau	m	39347
martelage	m	2090
martensite	f	1634
martien	m	926
martin	m	1240
martinet	m	2908
martingale	f	1716
martiniquais	m	697
martre	f	1829
martre	m	811
martyr	m	24319
martyre	f	2881
martyre	m	35513
martyrologe	m	3871
martyrologie	f	764
martyrologue	m	517
martèlement	m	6335
marxisme	m	133256
marxismeléninisme	m	1086
marxiste	m	5434
mary	m	999
marâtre	f	7513
marécage	m	9431
maréchal	m	164507
maréchale	f	6729
maréchalerie	f	641
maréchalisme	m	612
maréchaussée	f	16881
marée	f	66920
mas	f	591
mas	m	5564
masa	f	1234
mascarade	f	15095
mascaret	m	953
mascaron	m	553
mascotte	f	2167
masculin	m	26654
masculine	f	635
masculinisation	f	2147
masculinité	f	23913
masochisme	m	14724
masochiste	m	2296
masquage	m	2224
masque	f	1140
masque	m	194155
massa	f	724
massacre	m	98525
massacreur	m	694
massage	m	10050
masse	f	827028
masse	m	917
massette	f	553
masseur	m	1704
masseuse	f	708
massif	m	72969
massification	f	13485
massivité	f	3866
massue	f	7390
mastaba	m	811
mastectomie	f	1454
master	m	4429
mastic	m	2425
mastication	f	7512
mastodonte	m	2049
mastoïde	f	968
masturbation	f	20230
mastère	m	1033
masure	f	5990
mat	m	2426
matador	m	2284
matamore	m	1048
match	m	56684
matelas	m	25192
matelot	m	14404
matelote	f	700
matemité	f	500
mater	f	1308
materia	f	5371
materiel	m	891
maternage	m	2672
maternel	m	2318
maternelle	f	25966
maternité	f	128188
mathesis	f	4436
mathème	m	1337
mathématicien	m	35290
mathématicienne	f	544
mathématique	f	45394
mathématique	m	1059
mathématisation	f	9028
mathématisme	m	534
mati	f	1136
matiere	f	8163
matin	m	429952
matinée	f	107401
matité	f	1799
matière	f	1445503
matiére	f	552
maton	m	981
matou	m	1875
matraquage	m	3633
matraque	f	5014
matriarcat	m	4513
matriarche	f	605
matrice	f	237351
matricide	m	1613
matricule	f	1414
matricule	m	3751
matrifocalité	f	1173
matrilignage	m	1743
matrilinéarité	f	1894
matrilocalité	f	552
matrone	f	9310
matte	f	550
maturation	f	63627
maturité	f	106229
maté	m	1397
matérialisation	f	23918
matérialisme	m	79814
matérialiste	m	4086
matérialité	f	67426
matériau	m	191057
matériel	m	428339
matérielle	f	847
maudire	f	501
maudit	m	6875
maudite	f	1728
maure	m	1048
mauresque	f	703
mauricien	m	852
maurrassisme	m	1014
mausolée	m	16268
mauve	f	1014
mauve	m	2435
mauviette	f	630
max	m	1054
maxi	m	686
maxillaire	m	3705
maximalisation	f	1825
maximalisme	m	1157
maximation	f	878
maxime	f	62036
maximisation	f	28554
maximum	m	334346
maximun	m	713
maya	f	557
mayeur	m	1092
mayonnaise	f	5106
mayor	f	6445
mayor	m	792
mayoria	f	721
mayoría	f	6510
mazdéisme	m	1055
mazout	m	2398
mazurka	f	1701
maçon	m	19747
maçonnerie	f	48616
maître	f	989
maître	m	682922
maîtreautel	m	523
maîtresse	f	120934
maîtrise	f	639048
maîtrise	m	1947
maîtriser	f	2411
maïeutique	f	5606
maïs	m	69388
mañana	f	1524
me	f	8839
me	m	7283
mec	m	16506
mecanisme	m	738
mechta	f	2379
medecin	m	845
medecine	f	999
medersa	f	1595
media	m	762
medicina	f	859
medida	f	4006
medium	m	5429
meeting	m	38734
mejor	f	1104
mejora	f	549
melange	m	633
mellah	m	1510
melon	m	6198
melting	m	4246
membership	m	935
membrane	f	100527
membre	f	606
membre	m	330375
membres	m	2756
membrure	f	3629
meme	f	5473
meme	m	4925
memento	m	1056
memoire	f	3815
memoire	m	975
memorandum	m	2764
memoria	f	8581
mena	f	1081
mena	m	2606
menace	f	658744
menace	m	12011
mendiant	m	21637
mendiante	f	1930
mendicité	f	45016
mendésisme	m	2356
meneau	m	606
meneur	m	17165
meneuse	f	1023
menhir	m	3463
menotte	f	766
mens	f	3284
mensa	f	581
mense	f	4054
mensonge	m	137271
menstruation	f	5270
mensualisation	f	4771
mensualité	f	2387
mensuel	m	22073
mensuration	f	2312
ment	f	803
ment	m	734
mental	m	18199
mentalisation	f	2338
mentalisme	m	1011
mentalité	f	187117
mente	f	1483
menteur	m	10496
menteuse	f	1251
menthe	f	14511
mention	f	283838
mentionne	f	625
menton	m	41911
mentonnière	f	746
mentor	m	7740
mentorat	m	1227
menu	m	83187
menuet	m	3293
menuiserie	f	13508
menuisier	m	16795
mer	f	1328365
mer	m	1120
mercantilisation	f	1586
mercantilisme	m	8984
mercatique	f	1294
mercenaire	m	5831
mercenariat	m	1908
mercerie	f	3459
merchandising	m	1025
merci	f	60523
merci	m	4392
mercier	m	1398
mercière	f	1259
mercredi	m	70376
mercredy	m	504
mercure	m	17862
mercuriale	f	3191
merde	f	22724
merdier	m	562
mere	f	4440
meringue	f	627
merisier	m	1448
merite	m	1258
merlan	m	1471
merle	m	6839
merlu	m	1332
merrain	m	520
merveille	f	29520
merveilleuse	f	2224
merveilleux	m	34486
mes	f	2473
mes	m	1424
mesa	f	1936
mescaline	f	2643
meseta	f	829
mesme	f	9514
mesme	m	7236
mesmérisme	m	1284
mesnie	f	541
mesquinerie	f	7708
mess	m	2277
message	m	599860
messager	m	40389
messagerie	f	14466
messagère	f	3088
messe	f	289566
messianisme	m	19508
messianité	f	1704
messie	m	10061
mestier	m	680
mestre	m	642
mesurabilité	f	544
mesurage	m	2752
mesure	f	3121635
mesure	m	7495
mesureur	m	817
meta	f	553
metanoia	f	554
methode	f	3406
metrópoli	f	607
mets	f	2051
mets	m	10241
metteur	m	59411
metáfora	f	629
meuble	m	34213
meublé	m	1708
meuf	f	681
meuglement	m	640
meulage	m	967
meule	f	21987
meulière	f	750
meunerie	f	5611
meunier	m	13310
meurtre	m	155669
meurtrier	m	1070
meurtrissure	f	1705
meute	f	23784
mexicanité	f	513
mezcla	f	595
mezzanine	f	3894
mi	f	161271
mi	m	9945
mia	f	3038
miaoût	f	618
miasme	m	1610
miaulement	m	1804
miavril	f	577
mica	m	1555
miche	f	4250
micheline	f	919
micrite	f	1020
micro	f	9311
micro	m	23676
microanalyse	f	2060
microangiopathie	f	524
microbe	m	5842
microbiologie	f	5525
microbiologiste	m	586
microchirurgie	f	1081
microcirculation	f	1986
microclimat	m	3320
microcosme	m	33678
microcrédit	m	2470
microculture	f	540
microcéphalie	f	545
microdureté	f	542
microentreprise	f	623
microfaune	f	3479
microfiche	f	1214
microfilm	m	4919
microfilmage	m	1464
microfinance	f	9702
microfissuration	f	730
microflore	f	5986
microglie	f	594
micrographie	f	2623
microgravité	f	742
microhistoire	f	1087
microinformatique	f	2022
micromorphologie	f	580
micromètre	m	1398
micron	m	862
microordinateur	m	2680
microorganisme	m	1109
microphone	m	5723
microphotographie	f	519
microphysique	f	3027
micropipette	f	541
micropolitique	f	587
microporosité	f	580
microprocesseur	m	6705
micropropagation	f	861
microrégion	f	940
microscope	m	23026
microscopie	f	10014
microscopique	m	698
microseconde	f	677
microsillon	m	997
microsociologie	f	1895
microsociété	f	2441
microsonde	f	4816
microstoria	f	680
microstructure	f	13091
microsystème	m	1138
microtopographie	f	561
microtoponymie	f	954
microéconomie	f	6322
microélectronique	f	5640
miction	f	5323
midi	m	30703
midinette	f	1078
midrach	m	1085
midrash	m	2406
midécembre	f	999
mie	f	4731
mie	m	1866
miel	m	51331
miellat	m	717
miellée	f	974
mien	m	8394
mienne	f	140005
mienneté	f	740
miette	f	6284
mieux	m	6384
mieuxêtre	m	781
mifévrier	f	694
mignon	m	1396
mignonne	f	1075
migración	f	736
migraine	f	11990
migrant	m	19565
migration	f	206635
mihrab	m	811
mijanvier	f	724
mijuillet	f	877
mijuin	f	564
mil	m	21780
milan	m	1997
mildiou	m	3661
mile	m	1625
miles	m	1084
milice	f	79638
milicien	m	9306
milieu	m	1236190
milieux	m	537
militance	f	5012
militant	m	72609
militante	f	10064
militantisme	m	37995
militarisation	f	19951
militarisme	m	12126
militia	f	1747
millefeuille	m	503
millenium	m	851
millepertuis	m	844
millet	m	5372
milliaire	m	723
milliard	m	70803
milliardaire	m	7569
milliardième	m	788
millier	m	93926
milligramme	m	614
millimètre	m	5320
million	m	231939
millionième	m	1644
millionnaire	m	4092
millions	m	1608
milliseconde	f	1302
millième	m	3267
millénaire	m	22043
millénarisme	m	4590
millénium	m	707
millésime	m	6292
milonga	f	809
milpa	f	786
mimars	f	541
mime	f	2603
mime	m	12062
mimesis	f	12975
mimique	f	16055
mimodrame	m	640
mimosa	m	1275
mimèsis	f	6790
mimésis	f	16654
mimétique	f	1378
mimétisme	m	21376
mimêsis	f	1535
min	f	502
min	m	537
mina	f	872
minable	m	925
minage	m	1610
minaret	m	6041
minbar	m	516
mince	f	6147
mince	m	2766
minceur	f	12667
mine	f	202690
mine	m	1706
minerai	m	35634
minerval	m	753
minerve	f	801
minette	f	1863
mineur	f	4021
mineur	m	60389
mineure	f	10439
mineuse	f	504
miniature	f	19634
miniaturisation	f	9481
miniaturiste	m	1957
minibus	m	3025
minijupe	f	1670
minimalisation	f	520
minimalisme	m	3576
minimex	m	641
minimisation	f	13569
minimum	m	317559
minimun	m	656
minis	m	786
minisire	m	1521
minist	m	3602
ministere	m	946
ministre	f	72269
ministre	m	1402545
ministère	m	725224
ministérialité	f	590
ministériat	m	569
minitel	m	3955
minium	m	580
minière	f	553
minois	m	803
minoration	f	4485
minorisation	f	2379
minoritaire	m	881
minorité	f	336430
minot	m	1938
minotaure	m	893
minoterie	f	5813
minotier	m	621
minovembre	f	1079
minuit	f	1027
minuit	m	1060
minuscule	f	7125
minuscule	m	2679
minutage	m	1831
minute	f	119167
minuterie	f	2547
minutie	f	19781
minutier	m	811
minutieux	m	3561
minéral	m	5254
minéralisation	f	14827
minéralité	f	760
minéralogie	f	7883
minéralogiste	m	1089
mioche	m	553
mioctobre	f	1001
mir	m	1149
mirabelle	f	778
miracle	m	137469
miraculeux	m	858
miraculé	m	1866
miraculée	f	581
mirada	f	2249
mirador	m	2868
mirage	m	38457
mire	f	4595
mirent	f	567
mirent	m	1021
mirliton	m	688
miroir	m	299408
miroitement	m	5399
misa	f	665
misaine	f	1179
misanthrope	m	2666
misanthropie	f	3081
miscégénation	f	577
mise	f	4154185
mise	m	1323
miseptembre	f	1097
misere	f	1445
miseria	f	1347
misericorde	f	592
misión	f	864
misma	f	10656
misogyne	m	574
misogynie	f	10483
misologie	f	506
miss	f	1026
missel	m	6134
missile	m	20660
missiologie	f	1994
mission	f	1098336
missionnaire	f	1120
missionnaire	m	44570
missive	f	15717
mistral	m	5247
misère	f	441998
misérabilisme	m	2808
misérable	f	1410
misérable	m	5994
miséreux	m	1306
miséricorde	f	42817
miséricordieux	m	789
mit	f	7368
mit	m	14740
mita	f	2230
mitad	f	2566
mitage	m	1983
mitan	m	1273
mite	f	1159
mitigation	f	654
mito	m	868
mitochondrie	f	3261
mitose	f	4858
mitoyenneté	f	3089
mitraillage	m	1749
mitraille	f	10835
mitraillette	f	12193
mitrailleur	m	1237
mitrailleuse	f	18940
mitre	f	5695
mitron	m	512
mitsva	f	1078
mitterrandisme	m	775
mix	m	1688
mixage	m	5324
mixeur	m	530
mixité	f	56053
mixtion	f	1408
mixture	f	6022
mièvrerie	f	2730
mm	m	670
mnémotechnie	f	842
mnémotechnique	f	712
mo	f	1072
mo	m	2180
mobilier	m	83426
mobilisation	f	387834
mobilisme	m	616
mobilite	f	550
mobilité	f	410015
mobutisme	m	1258
mobylette	f	3613
mod	m	1977
moda	f	858
modal	m	2666
modalidad	f	505
modalisateur	m	1254
modalisation	f	10783
modalité	f	124896
mode	f	460738
mode	m	1390151
modelage	m	9579
modele	m	4217
modeleur	m	1050
modello	m	1080
modelo	m	2650
modelé	m	13345
modem	m	6064
modemisation	f	1714
modemité	f	2007
moder	f	756
moderne	f	5667
moderne	m	13923
modernidad	f	2227
modernisation	f	313852
modernisme	m	32182
moderniste	m	1435
modernité	f	570868
modernización	f	880
modestie	f	67814
modicité	f	17448
modifiant	f	1093
modificateur	m	2620
modification	f	470526
modifieur	m	1785
modiste	f	2434
modo	m	1937
modularisation	f	740
modularité	f	4551
modulateur	m	1863
modulation	f	51207
module	m	76696
modus	m	4967
modèle	f	1679
modèle	m	2403163
modéle	m	1224
modélisateur	m	2081
modélisation	f	115467
modénature	f	3092
modérantisme	m	1227
modérateur	m	5140
modération	f	79408
modéré	m	1701
moelle	f	62717
moelleux	m	1503
moellon	m	1043
moglie	f	833
mohel	m	585
moignon	m	4518
moindrement	m	2919
moine	m	75342
moineau	m	5096
moins	f	776
moire	f	1554
mois	m	827185
moisissure	f	4832
moisson	f	53905
moissonneur	m	1575
moissonneuse	f	3991
moiteur	f	6349
moitie	f	1344
moitié	f	1072707
moka	m	558
mol	m	3547
molaire	f	3117
molasse	f	1977
mole	f	2343
molette	f	4229
molinisme	m	502
mollah	m	3417
molle	f	552
mollesse	f	17123
mollet	m	4332
mollusque	m	2905
molosse	m	1908
molybdène	m	1977
molécule	f	85150
moment	m	2222760
momento	m	2952
momentum	m	811
momie	f	15190
momification	f	2604
monachisme	m	10209
monade	f	16061
monadologie	f	3206
monarchie	f	442764
monarchisme	m	1447
monarchiste	m	2160
monarque	m	68408
monarquía	f	1004
monastère	m	84817
monceau	m	6246
mondain	m	3351
mondanité	f	9131
mondanéité	f	1263
monde	f	1966
monde	m	6937848
mondial	m	5375
mondialisation	f	364979
mondialisme	m	2574
mondialité	f	2843
moneda	f	1040
mongol	m	686
mongolisme	m	600
moniale	f	2373
monisme	m	13090
moniteur	m	20721
monition	f	620
monitoire	m	1838
monitorage	m	3834
monitorat	m	728
monitoring	m	2968
monitrice	f	2789
monnaie	f	590969
monnayage	m	7269
monnoie	f	1464
monnoye	f	1023
mono	f	3952
mono	m	1488
monoamine	f	1019
monocamérisme	m	565
monochromateur	m	1262
monochrome	m	1725
monochromie	f	1429
monocle	m	2293
monocorde	m	696
monocouche	f	2155
monocratie	f	1519
monocristal	m	2065
monoculture	f	13364
monodie	f	2888
monogamie	f	10467
monogramme	m	5662
monographie	f	51269
monogénisme	m	715
monolingue	m	630
monolinguisme	m	2783
monolithe	m	4113
monolithisme	m	5126
monologisme	m	826
monologue	m	44901
monomanie	f	3110
monomoteur	m	561
monomère	m	977
mononucléose	f	1057
monoparentalité	f	2836
monopartisme	m	2763
monophysisme	m	1119
monoplan	m	679
monopole	m	287806
monopoleur	m	3448
monopolisation	f	9868
monoproduction	f	769
monopsone	m	639
monospace	m	671
monosyllabe	m	1085
monosémie	f	1261
monothéisme	m	22855
monothérapie	f	1129
monotonie	f	43546
monotype	m	718
monoxyde	m	4223
monsieur	m	43244
monstration	f	7979
monstre	f	579
monstre	m	110341
monstrueux	m	2880
monstruosité	f	23046
mont	m	53013
montage	m	129628
montagnard	m	5063
montagne	f	452116
montagne	m	503
montaigne	f	795
montaison	f	1411
montana	f	560
montanisme	m	512
montant	f	573
montant	m	856379
montaña	f	1080
monte	f	3269
monte	m	4319
monteur	m	3774
monteuse	f	930
montgolfière	f	2915
monticule	m	8437
montmorillonite	f	1480
montre	f	71033
montre	m	38972
montrerai	m	1560
montrerons	m	1767
montreur	m	3212
monture	f	14111
monté	f	608
montée	f	441043
monument	m	157728
monumental	m	2093
monumentalisation	f	1199
monumentalité	f	8814
monétarisation	f	9560
monétarisme	m	3511
monétique	f	1727
monétisation	f	3378
monôme	m	807
moore	m	583
mooré	m	788
moquerie	f	12798
moquette	f	13080
mor	f	3462
mor	m	625
moraine	f	3381
moral	f	1879
moral	m	88914
moralisation	f	16761
moralisme	m	12012
moraliste	m	14265
moralité	f	126000
moratoire	m	24096
morbide	m	907
morbidité	f	27957
morceau	m	200716
morcellement	m	38732
mord	m	595
mordant	m	2236
mordançage	m	561
mordu	m	787
morelle	f	673
morgue	f	24411
moribond	m	5451
morne	m	616
morosité	f	15695
morphine	f	17279
morphinique	m	584
morphinomanie	f	606
morphisme	m	840
morphodynamique	f	665
morphogenèse	f	10006
morphogénèse	f	2766
morphologie	f	128069
morphométrie	f	739
morphophonologie	f	505
morphosyntaxe	f	3098
morphotype	m	850
morphème	m	19079
mors	m	5362
morse	m	1534
morsure	f	19077
mort	f	3446002
mort	m	102282
mortaise	f	2628
mortalidad	f	561
mortalite	f	552
mortalité	f	305221
morte	f	7688
mortel	m	8802
mortelle	f	552
mortier	m	27341
mortification	f	9097
mortinatalité	f	1662
morts	m	501
morue	f	22576
morve	f	2798
mos	m	842
mosaique	f	578
mosaïque	f	81533
mosaïste	m	768
mosquée	f	115929
mot	f	598
mot	m	2332788
motard	m	3079
motel	m	3140
motet	m	3809
moteur	m	239365
motif	m	357172
motilité	f	6250
motion	f	135107
motivation	f	218182
motive	f	1704
motive	m	1602
moto	f	21589
moto	m	643
motoculteur	m	756
motoculture	f	567
motocyclette	f	3744
motocycliste	m	1930
motoneige	f	1261
motoneurone	m	778
motopompe	f	1222
motorisation	f	14612
motoriste	m	1309
motrice	f	1542
motricité	f	24794
mots	m	1098
motte	f	15104
motto	m	703
motu	m	821
mou	m	3998
mouchard	m	4033
mouche	f	47284
moucheron	m	1902
mouchoir	m	33587
moudawana	f	501
moudjahid	m	741
moue	f	21413
mouette	f	6812
mouflon	m	1544
mouillabilité	f	1089
mouillage	m	9461
mouille	f	606
mouillure	f	611
mouise	f	965
moujik	m	2038
moulage	m	11698
moule	f	4244
moule	m	58846
mouleur	m	840
moulin	m	75199
moulinage	m	990
mouline	f	531
moulinet	m	2216
moulinette	f	2540
mouluration	f	2116
moulure	f	5809
mourant	m	14472
mouridisme	m	1422
mouroir	m	1531
mousquet	m	2473
mousquetaire	m	1411
mousqueterie	f	1611
mousqueton	m	2439
mousse	f	30306
mousse	m	4150
mousseline	f	2899
moussem	m	799
mousson	f	14642
moustache	f	21627
moustachu	m	1379
moustiquaire	f	6478
moustique	m	6878
moutarde	f	8303
mouton	m	43030
moutonnement	m	1769
mouture	f	9486
mouvance	f	107915
mouvant	m	4510
mouve	m	2181
mouvement	f	665
mouvement	m	2522313
mouvoir	m	823
movida	f	676
movilidad	f	592
movimiento	m	992
moyen	m	1195323
moyenne	f	679225
moyens	m	798
moyeu	m	3110
moût	m	6560
mpanjaka	m	546
mrp	m	607
ms	m	17469
mu	f	743
mu	m	736
muchacha	f	703
mucilage	m	697
mucoviscidose	f	4800
mucus	m	3245
muda	f	609
mue	f	12368
muerte	f	17737
muestra	f	925
